passengers,freight,mail,passenger_miles,origin_city_name_dest_city_name
2311,0,0,2891061,"Alexandria, LA - San Salvador, El Salvador Total"
548,0,0,922284,"Alexandria, LA - Santo Domingo, Dominican Republic Total"
4,160,524,448,"Allakaket, AK - Anaktuvuk Pass, AK Total"
8,0,0,312,"Allakaket, AK - Bettles, AK Total"
1,0,0,82,"Allakaket, AK - Coldfoot, AK Total"
1639,4021,4803,298306,"Allakaket, AK - Fairbanks, AK Total"
5,0,0,880,"Allakaket, AK - Galena, AK Total"
29,0,0,1682,"Allakaket, AK - Hughes, AK Total"
22,0,0,2640,"Allakaket, AK - Huslia, AK Total"
1,0,0,120,"Allakaket, AK - Kobuk, AK Total"
2,0,0,372,"Allakaket, AK - Koyukuk, AK Total"
4,0,0,804,"Allakaket, AK - Nulato, AK Total"
9,0,0,1350,"Allakaket, AK - Ruby, AK Total"
64551,1277,0,44669292,"Allentown/Bethlehem/Easton, PA - Atlanta, GA Total"
25,0,0,2775,"Allentown/Bethlehem/Easton, PA - Binghamton, NY Total"
15,0,0,11880,"Allentown/Bethlehem/Easton, PA - Birmingham, AL Total"
335,0,0,721255,"Allentown/Bethlehem/Easton, PA - Bullhead City, AZ Total"
50139,6755,0,24116859,"Allentown/Bethlehem/Easton, PA - Charlotte, NC Total"
33200,0,0,21721335,"Allentown/Bethlehem/Easton, PA - Chicago, IL Total"
4,0,0,2012,"Allentown/Bethlehem/Easton, PA - Cincinnati, OH Total"
8,0,0,3736,"Allentown/Bethlehem/Easton, PA - Dayton, OH Total"
24,0,0,20448,"Allentown/Bethlehem/Easton, PA - Daytona Beach, FL Total"
33627,0,0,14291475,"Allentown/Bethlehem/Easton, PA - Detroit, MI Total"
4,0,0,1592,"Allentown/Bethlehem/Easton, PA - Greensboro/High Point, NC Total"
98,0,0,102018,"Allentown/Bethlehem/Easton, PA - Gulfport/Biloxi, MS Total"
78,0,0,6006,"Allentown/Bethlehem/Easton, PA - Harrisburg, PA Total"
92,0,0,198812,"Allentown/Bethlehem/Easton, PA - Las Vegas, NV Total"
69,0,0,23253,"Allentown/Bethlehem/Easton, PA - London, Canada Total"
4,0,0,2648,"Allentown/Bethlehem/Easton, PA - Milwaukee, WI Total"
7,0,0,2408,"Allentown/Bethlehem/Easton, PA - Montreal, Canada Total"
8926,0,0,4623668,"Allentown/Bethlehem/Easton, PA - Myrtle Beach, SC Total"
2,0,0,1370,"Allentown/Bethlehem/Easton, PA - Nashville, TN Total"
30,0,0,2490,"Allentown/Bethlehem/Easton, PA - New York, NY Total"
544,0,0,36448,"Allentown/Bethlehem/Easton, PA - Newark, NJ Total"
36080,1469,0,1984400,"Allentown/Bethlehem/Easton, PA - Philadelphia, PA Total"
16452,0,0,16748136,"Allentown/Bethlehem/Easton, PA - Punta Gorda, FL Total"
28,0,0,10528,"Allentown/Bethlehem/Easton, PA - Raleigh/Durham, NC Total"
2,0,0,478,"Allentown/Bethlehem/Easton, PA - Richmond, VA Total"
1,0,0,1187,"Allentown/Bethlehem/Easton, PA - Salina, KS Total"
51607,0,0,45517374,"Allentown/Bethlehem/Easton, PA - Sanford, FL Total"
23187,0,0,22491390,"Allentown/Bethlehem/Easton, PA - St. Petersburg, FL Total"
7,0,0,2100,"Allentown/Bethlehem/Easton, PA - Toronto, Canada Total"
187,0,0,170731,"Allentown/Bethlehem/Easton, PA - Tunica, MS Total"
104,0,0,16536,"Allentown/Bethlehem/Easton, PA - Washington, DC Total"
192,0,0,10752,"Alliance, NE - Chadron, NE Total"
1281,0,0,230580,"Alliance, NE - Denver, CO Total"
6,0,0,41184,"Almaty, Kazakhstan - Kahului, HI Total"
1,0,0,6375,"Almaty, Kazakhstan - Newark, NJ Total"
9999,0,0,1979802,"Alpena, MI - Detroit, MI Total"
1,0,0,167,"Alpena, MI - Lansing, MI Total"
18,0,0,4266,"Alton, IL - Branson, MO Total"
18,0,0,4212,"Alton, IL - Chicago, IL Total"
2471,0,0,252042,"Altoona, PA - Pittsburgh, PA Total"
32,0,0,31744,"Amarillo, TX - Atlanta, GA Total"
40,0,0,60640,"Amarillo, TX - Atlantic City, NJ Total"
1724,0,0,720632,"Amarillo, TX - Austin, TX Total"
18,0,0,25254,"Amarillo, TX - Baltimore, MD Total"
11,0,0,9471,"Amarillo, TX - Birmingham, AL Total"
3,0,0,5154,"Amarillo, TX - Boston, MA Total"
657,0,0,477639,"Amarillo, TX - Bullhead City, AZ Total"
165,8,0,156585,"Amarillo, TX - Burbank, CA Total"
6,0,0,3420,"Amarillo, TX - Corpus Christi, TX Total"
113727,88795,0,36733821,"Amarillo, TX - Dallas, TX Total"
113110,5102,0,35290320,"Amarillo, TX - Dallas/Fort Worth, TX Total"
29852,0,0,10716868,"Amarillo, TX - Denver, CO Total"
159,105,0,56922,"Amarillo, TX - El Paso, TX Total"
26,0,0,33670,"Amarillo, TX - Eugene, OR Total"
129,0,0,59727,"Amarillo, TX - Grand Junction, CO Total"
135,229,0,89775,"Amarillo, TX - Harlingen/San Benito, TX Total"
42531,1201,0,22124307,"Amarillo, TX - Houston, TX Total"
9,0,0,8109,"Amarillo, TX - Indianapolis, IN Total"
54,0,0,25758,"Amarillo, TX - Kansas City, MO Total"
34518,8860,0,26164644,"Amarillo, TX - Las Vegas, NV Total"
8,0,0,7272,"Amarillo, TX - Louisville, KY Total"
10,0,0,2280,"Amarillo, TX - Midland/Odessa, TX Total"
191,0,0,144778,"Amarillo, TX - New Orleans, LA Total"
224,0,0,349440,"Amarillo, TX - New York, NY Total"
2,0,0,3088,"Amarillo, TX - Newark, NJ Total"
54,0,0,62262,"Amarillo, TX - Oakland, CA Total"
3,0,0,3855,"Amarillo, TX - Orlando, FL Total"
136,87,0,81872,"Amarillo, TX - Phoenix, AZ Total"
169,0,0,221052,"Amarillo, TX - Portland, OR Total"
3,0,0,3867,"Amarillo, TX - Raleigh/Durham, NC Total"
400,0,0,414000,"Amarillo, TX - Reno, NV Total"
1,0,0,1365,"Amarillo, TX - Richmond, VA Total"
3,0,0,4185,"Amarillo, TX - Rochester, NY Total"
55,0,0,15125,"Amarillo, TX - San Angelo, TX Total"
2035,17,0,885225,"Amarillo, TX - San Antonio, TX Total"
21,61,0,24381,"Amarillo, TX - San Francisco, CA Total"
10,0,0,11820,"Amarillo, TX - Spokane, WA Total"
8,0,0,2672,"Amarillo, TX - Tulsa, OK Total"
5,0,0,6910,"Amarillo, TX - Washington, DC Total"
879,0,0,677709,"Amarillo, TX - Wendover, UT Total"
27,0,0,3213,"Ambler, AK - Buckland, AK Total"
8,0,0,1224,"Ambler, AK - Deering, AK Total"
6,0,0,1938,"Ambler, AK - Fairbanks, AK Total"
22,0,0,1562,"Ambler, AK - Kiana, AK Total"
64,264,14,1792,"Ambler, AK - Kobuk, AK Total"
1569,5451,16683,203970,"Ambler, AK - Kotzebue, AK Total"
18,0,0,2538,"Ambler, AK - Noatak, AK Total"
7,1175,0,1960,"Ambler, AK - Nome, AK Total"
57,0,0,5016,"Ambler, AK - Noorvik, AK Total"
75,0,0,11175,"Ambler, AK - Red Dog, AK Total"
85,117,0,5695,"Ambler, AK - Selawik, AK Total"
184,124,123,4232,"Ambler, AK - Shungnak, AK Total"
2,0,0,606,"Ames, IA - Chicago, IL Total"
57577,2524591,0,359050172,"Amman, Jordan - Chicago, IL Total"
12491,225354,0,75633005,"Amman, Jordan - Detroit, MI Total"
34647,2461235,0,198804486,"Amman, Jordan - New York, NY Total"
31,53,59,1643,"Amook Bay, AK - Kodiak, AK Total"
378351,25554204,0,1665122751,"Amsterdam, Netherlands - Atlanta, GA Total"
273,0,0,1044225,"Amsterdam, Netherlands - Baltimore, MD Total"
125806,11781110,0,434911342,"Amsterdam, Netherlands - Boston, MA Total"
122937,23809587,160682,506500440,"Amsterdam, Netherlands - Chicago, IL Total"
23709,2121088,0,116648280,"Amsterdam, Netherlands - Dallas/Fort Worth, TX Total"
298677,24658896,0,1176787380,"Amsterdam, Netherlands - Detroit, MI Total"
151748,37072563,2828,760560976,"Amsterdam, Netherlands - Houston, TX Total"
155,0,0,688510,"Amsterdam, Netherlands - Huntsville, AL Total"
139760,21137423,0,779581280,"Amsterdam, Netherlands - Los Angeles, CA Total"
8679,0,0,40209807,"Amsterdam, Netherlands - Miami, FL Total"
233856,13406328,0,974244096,"Amsterdam, Netherlands - Minneapolis, MN Total"
328862,34113868,43985,1198044266,"Amsterdam, Netherlands - New York, NY Total"
110003,7549468,77935,402170968,"Amsterdam, Netherlands - Newark, NJ Total"
799,0,0,3627460,"Amsterdam, Netherlands - Orlando, FL Total"
42856,362112,6956,160110016,"Amsterdam, Netherlands - Philadelphia, PA Total"
75829,3273962,0,379448316,"Amsterdam, Netherlands - Portland, OR Total"
208,0,0,1100320,"Amsterdam, Netherlands - Reno, NV Total"
33326,710515,0,166296740,"Amsterdam, Netherlands - Salt Lake City, UT Total"
113741,5541663,0,622504493,"Amsterdam, Netherlands - San Francisco, CA Total"
17631,487999,0,79674489,"Amsterdam, Netherlands - Sanford, FL Total"
130779,5211819,0,638986194,"Amsterdam, Netherlands - Seattle, WA Total"
13,0,0,47385,"Amsterdam, Netherlands - Teterboro, NJ Total"
130950,13670334,0,506383650,"Amsterdam, Netherlands - Washington, DC Total"
36,0,0,17964,"Anadyr, Russia - Nome, AK Total"
3,0,0,336,"Anaktuvuk Pass, AK - Allakaket, AK Total"
6,0,0,0,"Anaktuvuk Pass, AK - Anaktuvuk Pass, AK Total"
32,0,0,6816,"Anaktuvuk Pass, AK - Atqasuk, AK Total"
182,0,0,45318,"Anaktuvuk Pass, AK - Barrow, AK Total"
9,0,0,2196,"Anaktuvuk Pass, AK - Barter Island, AK Total"
5,0,0,425,"Anaktuvuk Pass, AK - Bettles, AK Total"
7,0,0,511,"Anaktuvuk Pass, AK - Coldfoot, AK Total"
3060,8268,5249,777240,"Anaktuvuk Pass, AK - Fairbanks, AK Total"
9,0,0,1305,"Anaktuvuk Pass, AK - Nuiqsut, AK Total"
15,0,0,5805,"Anaktuvuk Pass, AK - Point Hope, AK Total"
18,0,0,5418,"Anaktuvuk Pass, AK - Point Lay, AK Total"
56,0,0,14896,"Anaktuvuk Pass, AK - Wainwright, AK Total"
1996,232045,134110,2379232,"Anchorage, AK - Adak Island, AK Total"
5,100,0,1650,"Anchorage, AK - Akhiok, AK Total"
2,0,0,1516,"Anchorage, AK - Akutan, AK Total"
1320,0,0,5925480,"Anchorage, AK - Amsterdam, Netherlands Total"
33,1539,0,16005,"Anchorage, AK - Anaktuvuk Pass, AK Total"
1971,20639,28782,15,"Anchorage, AK - Anchorage, AK Total"
6355,91253,253523,2020890,"Anchorage, AK - Aniak, AK Total"
199,19747,0,69252,"Anchorage, AK - Anvik, AK Total"
7,526,0,7700,"Anchorage, AK - Atka, AK Total"
26117,159595,3261,89241789,"Anchorage, AK - Atlanta, GA Total"
24,390,0,9888,"Anchorage, AK - Atmautluak, AK Total"
1,580,0,676,"Anchorage, AK - Atqasuk, AK Total"
33,0,0,104907,"Anchorage, AK - Austin, TX Total"
99,0,0,333630,"Anchorage, AK - Baltimore, MD Total"
35165,2496514,226762,25494625,"Anchorage, AK - Barrow, AK Total"
43,1262,0,27778,"Anchorage, AK - Barter Island, AK Total"
2,0,0,7922,"Anchorage, AK - Beijing, China Total"
1694,154358,2865,65445,"Anchorage, AK - Beluga, AK Total"
65864,1866834,5392069,26279736,"Anchorage, AK - Bethel, AK Total"
600,0,0,2029800,"Anchorage, AK - Boston, MA Total"
5,1226,0,2390,"Anchorage, AK - Buckland, AK Total"
944,0,0,4487776,"Anchorage, AK - Changsha, China Total"
4,0,0,2072,"Anchorage, AK - Chevak, AK Total"
100544,366307,54000,286148224,"Anchorage, AK - Chicago, IL Total"
40,0,0,18200,"Anchorage, AK - Chignik Lagoon, AK Total"
4770,56389,68336,2957400,"Anchorage, AK - Cold Bay, AK Total"
132,0,0,458304,"Anchorage, AK - Columbus, GA Total"
5,0,0,15595,"Anchorage, AK - Columbus, OH Total"
14121,345341,10496,2259360,"Anchorage, AK - Cordova, AK Total"
20760,323020,0,63172680,"Anchorage, AK - Dallas/Fort Worth, TX Total"
57851,3205808,57535,36272577,"Anchorage, AK - Deadhorse, AK Total"
9,2519,0,4662,"Anchorage, AK - Deering, AK Total"
57583,221159,70234,138487115,"Anchorage, AK - Denver, CO Total"
1061,0,0,3168146,"Anchorage, AK - Detroit, MI Total"
22867,291453,657191,7523243,"Anchorage, AK - Dillingham, AK Total"
58,0,0,16066,"Anchorage, AK - Donlin Creek Mine, AK Total"
2,0,0,2894,"Anchorage, AK - Edmonton, Canada Total"
49,5027,0,16219,"Anchorage, AK - Egegik, AK Total"
2,2510,0,572,"Anchorage, AK - Ekwok, AK Total"
204181,687163,102880,53291241,"Anchorage, AK - Fairbanks, AK Total"
86,0,0,56502,"Anchorage, AK - False Pass, AK Total"
146,2041,214,335362,"Anchorage, AK - Fargo, ND Total"
3,0,0,11976,"Anchorage, AK - Fort Lauderdale, FL Total"
12675,76982,0,59280975,"Anchorage, AK - Frankfurt, Germany Total"
428,0,0,216568,"Anchorage, AK - Galbraith Lake, AK Total"
206,5324,95893,67774,"Anchorage, AK - Galena, AK Total"
2,0,0,1432,"Anchorage, AK - Gambell, AK Total"
508,0,0,1747012,"Anchorage, AK - Gastonia, NC Total"
5,0,0,2120,"Anchorage, AK - Goodnews Bay, AK Total"
78,8415,0,4134,"Anchorage, AK - Granite Point, AK Total"
43,3139,0,14964,"Anchorage, AK - Grayling, AK Total"
87,715,0,14189,"Anchorage, AK - Gulkana, AK Total"
290,0,0,1125200,"Anchorage, AK - Gunsan, South Korea Total"
2,25,0,378,"Anchorage, AK - Healy, AK Total"
29733,147991,7374,3478821,"Anchorage, AK - Homer, AK Total"
195,0,0,990795,"Anchorage, AK - Hong Kong, Hong Kong Total"
41186,18647,7713,114373522,"Anchorage, AK - Honolulu, HI Total"
26955,93580,1701,88035030,"Anchorage, AK - Houston, TX Total"
195,1073,0,46800,"Anchorage, AK - Igiugig, AK Total"
3634,325146,4945,708630,"Anchorage, AK - Iliamna, AK Total"
2,0,0,6040,"Anchorage, AK - Indianapolis, IN Total"
74718,1083664,353802,42663978,"Anchorage, AK - Juneau, AK Total"
9714,957,0,27170058,"Anchorage, AK - Kahului, HI Total"
108,12461,0,27540,"Anchorage, AK - Katmai Lodge, AK Total"
4318,1166,0,14607794,"Anchorage, AK - Keflavik/Reykjavik, Iceland Total"
92447,304964,8105,5454373,"Anchorage, AK - Kenai, AK Total"
13474,737089,10389,10442350,"Anchorage, AK - Ketchikan, AK Total"
9,0,0,1548,"Anchorage, AK - Keyes Point, AK Total"
24,1025,0,14688,"Anchorage, AK - King Cove, AK Total"
25093,356413,318061,7226784,"Anchorage, AK - King Salmon, AK Total"
6,1342,0,3762,"Anchorage, AK - Kivalina, AK Total"
72247,1351977,13849,18278547,"Anchorage, AK - Kodiak, AK Total"
330,8842,0,67320,"Anchorage, AK - Kokhanok, AK Total"
18,0,0,4824,"Anchorage, AK - Koliganek, AK Total"
6336,1877,0,18209664,"Anchorage, AK - Kona, HI Total"
32600,1599213,2103310,17864800,"Anchorage, AK - Kotzebue, AK Total"
4,0,0,1744,"Anchorage, AK - Koyuk, AK Total"
1021,96599,0,239935,"Anchorage, AK - Kulik Lake, AK Total"
111,1435,0,32044,"Anchorage, AK - Larsen Bay, AK Total"
11042,7199,0,25440768,"Anchorage, AK - Las Vegas, NV Total"
76,0,0,51756,"Anchorage, AK - Lonely, AK Total"
14799,181835,0,34925640,"Anchorage, AK - Long Beach, CA Total"
58423,516873,574,137001935,"Anchorage, AK - Los Angeles, CA Total"
113,7663,0,600369,"Anchorage, AK - Manila, Philippines Total"
385,2151,0,1356740,"Anchorage, AK - Mary Esther, FL Total"
2186,36829,285747,480920,"Anchorage, AK - McGrath, AK Total"
117861,2165052,185985,296891859,"Anchorage, AK - Minneapolis, MN Total"
123,0,0,385236,"Anchorage, AK - Misawa, Japan Total"
553,0,0,1992459,"Anchorage, AK - Nagoya, Japan Total"
177,15081,0,95226,"Anchorage, AK - Nelson Lagoon, AK Total"
9,0,0,2115,"Anchorage, AK - Nenana, AK Total"
4,0,0,13724,"Anchorage, AK - New Orleans, LA Total"
1,0,0,280,"Anchorage, AK - New Stuyahok, AK Total"
147,0,0,497742,"Anchorage, AK - New York, NY Total"
1125,3690,307,3791250,"Anchorage, AK - Newark, NJ Total"
11,0,0,2101,"Anchorage, AK - Nikolai, AK Total"
32979,2278801,1211842,17775681,"Anchorage, AK - Nome, AK Total"
153,938,89,28152,"Anchorage, AK - Nondalton, AK Total"
76,772,0,47652,"Anchorage, AK - Nuiqsut, AK Total"
669,0,0,2936910,"Anchorage, AK - Okinawa, Japan Total"
179,5195,0,53521,"Anchorage, AK - Old Harbor, AK Total"
76,0,0,279680,"Anchorage, AK - Osaka, Japan Total"
39,475,0,6630,"Anchorage, AK - Pedro Bay, AK Total"
2452,208159,1512,1662456,"Anchorage, AK - Petersburg, AK Total"
449,0,0,879142,"Anchorage, AK - Petropavlovsk-Kamchatsky, Russia Total"
48879,60267,25389,124739208,"Anchorage, AK - Phoenix, AZ Total"
6,0,0,19086,"Anchorage, AK - Pittsburgh, PA Total"
54,1482,0,37692,"Anchorage, AK - Point Hope, AK Total"
1,1161,0,698,"Anchorage, AK - Point Lay, AK Total"
6,0,0,966,"Anchorage, AK - Port Alsworth, AK Total"
10,0,0,4230,"Anchorage, AK - Port Heiden, AK Total"
445,0,0,1030620,"Anchorage, AK - Port Hueneme, CA Total"
8,400,0,2000,"Anchorage, AK - Port Lions, AK Total"
7,0,0,3654,"Anchorage, AK - Port Moller, AK Total"
127784,826973,29483,197042928,"Anchorage, AK - Portland, OR Total"
604,0,0,236164,"Anchorage, AK - Prospect Creek, AK Total"
776,945,0,494312,"Anchorage, AK - Qugruc, AK Total"
98,0,0,40768,"Anchorage, AK - Quinhagak, AK Total"
16,0,0,3952,"Anchorage, AK - Red Devil, AK Total"
8260,0,0,5022080,"Anchorage, AK - Red Dog, AK Total"
59,0,0,108855,"Anchorage, AK - Redding, CA Total"
182,0,0,432978,"Anchorage, AK - Riverside, CA Total"
5,0,0,12960,"Anchorage, AK - Rochester, MN Total"
3,432,0,1131,"Anchorage, AK - Russian Mission, AK Total"
16607,165208,4678,35289875,"Anchorage, AK - Salt Lake City, UT Total"
1,0,0,2452,"Anchorage, AK - San Diego, CA Total"
20395,64717,22722,41157110,"Anchorage, AK - San Francisco, CA Total"
3957,115388,65029,2204049,"Anchorage, AK - Sandpoint, AK Total"
5,0,0,15055,"Anchorage, AK - Sapporo, Japan Total"
874758,9989630,323433,1266649584,"Anchorage, AK - Seattle, WA Total"
390,0,0,1481610,"Anchorage, AK - Seoul, South Korea Total"
37,4913,0,12173,"Anchorage, AK - Shageluk, AK Total"
17,0,0,7123,"Anchorage, AK - Shaktoolik, AK Total"
235,0,0,746125,"Anchorage, AK - Shreveport, LA Total"
168,0,0,414456,"Anchorage, AK - Sioux Falls, SD Total"
14180,329790,7730,8394560,"Anchorage, AK - Sitka, AK Total"
47,6265,2510,3237,"Anchorage, AK - Skwentna, AK Total"
3,0,0,720,"Anchorage, AK - Sleetmute, AK Total"
17,0,0,5049,"Anchorage, AK - South Naknek, AK Total"
356,1938,10952,272340,"Anchorage, AK - St. George Island, AK Total"
6711,52027,111811,2966262,"Anchorage, AK - St. Mary's, AK Total"
6,0,0,2526,"Anchorage, AK - St. Michael, AK Total"
2623,24848,47851,2011841,"Anchorage, AK - St. Paul, AK Total"
1,40,0,79,"Anchorage, AK - Talkeetna, AK Total"
157,22500,0,17584,"Anchorage, AK - Tatitlek, AK Total"
119,7110,0,46172,"Anchorage, AK - Togiak, AK Total"
6,125,0,1632,"Anchorage, AK - Tok, AK Total"
442,0,0,1518138,"Anchorage, AK - Tokyo, Japan Total"
20,735,0,1390,"Anchorage, AK - Trading Bay, AK Total"
2025,165912,8854,89100,"Anchorage, AK - Tyonek, AK Total"
8645,52976,442398,3397485,"Anchorage, AK - Unalakleet, AK Total"
28436,184691,18286,22521312,"Anchorage, AK - Unalaska, AK Total"
13749,100224,1937,1732374,"Anchorage, AK - Valdez, AK Total"
13820,29058,0,18380600,"Anchorage, AK - Vancouver, Canada Total"
91,3885,0,64792,"Anchorage, AK - Wainwright, AK Total"
45,0,0,22635,"Anchorage, AK - Whitehorse, Canada Total"
1969,130507,1237,1394052,"Anchorage, AK - Wrangell, AK Total"
3329,143571,1623,1241717,"Anchorage, AK - Yakutat, AK Total"
2,0,0,434,"Anderson, IN - Cleveland, OH Total"
7,0,0,784,"Anegada, British Virgin Islands - San Juan, PR Total"
4,0,0,104,"Angoon, AK - Corner Bay, AK Total"
1784,18071,10159,105256,"Angoon, AK - Juneau, AK Total"
4,0,0,84,"Angoon, AK - Pack Creek, AK Total"
17,104,97,459,"Angoon, AK - Tenakee, AK Total"
47,4,0,3760,"Aniak, AK - Akiachak, AK Total"
60,0,0,4380,"Aniak, AK - Akiak, AK Total"
17,0,0,3128,"Aniak, AK - Alakanuk, AK Total"
6156,10369,40480,1957608,"Aniak, AK - Anchorage, AK Total"
25,0,0,0,"Aniak, AK - Aniak, AK Total"
443,16530,121250,34111,"Aniak, AK - Anvik, AK Total"
1916,7607,1049,182020,"Aniak, AK - Bethel, AK Total"
8,0,0,1600,"Aniak, AK - Chevak, AK Total"
274,11647,49803,3014,"Aniak, AK - Chuathbaluk, AK Total"
367,9935,127610,18350,"Aniak, AK - Crooked Creek, AK Total"
4,0,0,716,"Aniak, AK - Dillingham, AK Total"
11,0,0,1980,"Aniak, AK - Emmonak, AK Total"
168,1,0,72926,"Aniak, AK - Fairbanks, AK Total"
19,0,0,4427,"Aniak, AK - Galena, AK Total"
578,18292,226763,53176,"Aniak, AK - Grayling, AK Total"
914,41934,238131,39302,"Aniak, AK - Holy Cross, AK Total"
40,0,0,8720,"Aniak, AK - Hooper Bay, AK Total"
18,0,0,3636,"Aniak, AK - Iliamna, AK Total"
1337,37098,566669,36099,"Aniak, AK - Kalskag, AK Total"
15,0,0,4305,"Aniak, AK - Kenai, AK Total"
7,0,0,1141,"Aniak, AK - Kotlik, AK Total"
16,0,0,1344,"Aniak, AK - Marshall, AK Total"
82,247,231,13038,"Aniak, AK - McGrath, AK Total"
11,0,0,1540,"Aniak, AK - Mountain Village, AK Total"
2,0,0,192,"Aniak, AK - Napaskiak, AK Total"
2,0,0,388,"Aniak, AK - Nikolai, AK Total"
42,991,0,14490,"Aniak, AK - Palmer, AK Total"
26,0,0,2938,"Aniak, AK - Pilot Station, AK Total"
21,2330,8298,1554,"Aniak, AK - Red Devil, AK Total"
297,24530,398626,17820,"Aniak, AK - Russian Mission, AK Total"
11,0,0,2189,"Aniak, AK - Scammon Bay, AK Total"
485,25165,111428,37345,"Aniak, AK - Shageluk, AK Total"
2,0,0,368,"Aniak, AK - Sheldon Point, AK Total"
2,0,0,748,"Aniak, AK - Shungnak, AK Total"
245,15510,126132,19355,"Aniak, AK - Sleetmute, AK Total"
41,0,390,5207,"Aniak, AK - St. Mary's, AK Total"
50,5682,29384,4900,"Aniak, AK - Stony River, AK Total"
12,0,0,696,"Aniak, AK - Tuluksak, AK Total"
168,0,0,119952,"Ankeny, IA - Lubbock, TX Total"
6,0,0,3150,"Ann Arbor, MI - White Plains, NY Total"
1088,0,0,347072,"Anniston, AL - Cabarrus, NC Total"
108,0,0,36720,"Anniston, AL - Charleston, SC Total"
254,0,0,165100,"Anniston, AL - College Station/Bryan, TX Total"
148,0,0,63344,"Anniston, AL - Mattoon/Charleston, IL Total"
4,0,0,20312,"Antwerp, Belgium - Moab, UT Total"
203,11598,0,70644,"Anvik, AK - Anchorage, AK Total"
451,355,5699,34727,"Anvik, AK - Aniak, AK Total"
4,0,0,560,"Anvik, AK - Bethel, AK Total"
12,0,0,1644,"Anvik, AK - Emmonak, AK Total"
40,183,0,16240,"Anvik, AK - Fairbanks, AK Total"
16,0,0,272,"Anvik, AK - Grayling, AK Total"
31,360,0,1054,"Anvik, AK - Holy Cross, AK Total"
1,0,0,77,"Anvik, AK - Kalskag, AK Total"
6,0,0,810,"Anvik, AK - Kwethluk, AK Total"
9,0,0,1323,"Anvik, AK - McGrath, AK Total"
1,0,0,119,"Anvik, AK - Mountain Village, AK Total"
8,0,0,1488,"Anvik, AK - Nikolai, AK Total"
3,0,0,474,"Anvik, AK - Nulato, AK Total"
1,0,0,204,"Anvik, AK - Ruby, AK Total"
3,0,0,213,"Anvik, AK - Russian Mission, AK Total"
29,0,0,580,"Anvik, AK - Shageluk, AK Total"
